院校代码,学校名,所在地,城市,办学性质,学校类型,标签,科目,批次,人数,2022分数,2021分数,2020分数,2022最低位次,2021最低位次,2020最低位次
3344,西南石油大学,四川,成都,公立,综合,"双一流,省重点,保研资格",文,本科一批,6,558,598,572,6125,6722,7262
3696,中国美术学院,浙江,杭州,公立,艺术,"双一流,省重点,保研资格",文,本科一批,4,558,,,6255,,
1061,北京工商大学,北京,北京,公立,财经,"省重点,保研资格,卓越农林",文,本科一批,10,557,589,581,6534,9293,4985
1110,北京信息科技大学,北京,北京,公立,理工,"省重点,保研资格,卓越工程师",文,本科一批,2,557,601,574,6341,6006,6672
1299,重庆邮电大学(中外合作),重庆,重庆,公立,理工,"省重点,保研资格,卓越工程师",理,本科一批,28,557,564,584,33901,31405,30966
1334,大连医科大学,辽宁,大连,公立,医药,"省重点,保研资格,卓越医生",理,本科一批,28,557,540,559,33578,47261,47587
1414,福州大学(地矿类),福建,福州,公立,理工,"双一流,211,省重点",理,本科一批,7,557,562,579,33553,32607,34050
1618,广州中医药大学,广东,广州,公立,医药,"双一流,省重点,保研资格",理,本科一批,25,557,562,590,33440,32607,27439
1671,桂林电子科技大学,广西,桂林,公立,理工,"省重点,保研资格,卓越工程师",理,本科一批,103,557,559,579,33627,34502,34050
1813,河南大学,河南,开封,公立,综合,"双一流,省重点,保研资格",理,本科一批,95,557,568,592,33484,29170,26316
2584,宁夏大学,宁夏,银川,公立,综合,"双一流,211,国家重点",理,本科一批,73,557,565,581,33841,30826,32804
2747,山东师范大学,山东,济南,公立,师范,"省重点,保研资格,双万计划",文,本科一批,13,557,601,576,6389,6006,6211
2775,山西大学,山西,太原,公立,综合,"双一流,部省合建,保研资格",文,本科一批,43,557,596,574,6410,7273,6672
2848,汕头大学,广东,汕头,公立,综合,"省重点,保研资格,卓越工程师",文,本科一批,15,557,602,578,6469,5788,5731
2892,上海立信会计金融学院,上海,上海,公立,财经,双万计划,文,本科一批,26,557,601,587,6493,6006,3816
3107,天津财经大学,天津,天津,公立,财经,"省重点,保研资格,双万计划",文,本科一批,26,557,596,555,6383,7273,13185
3313,西安邮电大学(中外合作),陕西,西安,公立,理工,双万计划,理,本科一批,5,557,558,580,33747,35114,33440
3344,西南石油大学,四川,成都,公立,综合,"双一流,省重点,保研资格",理,本科一批,102,557,559,584,33676,34502,30966
3697,中国民航大学,天津,天津,公立,理工,"中央部属,省重点,保研资格",文,本科一批,6,557,598,572,6390,6722,7262
1294,重庆医科大学,重庆,重庆,公立,医药,"国家重点,保研资格,卓越医生",理,本科一批,43,556,521,622,34447,61670,12242
1299,重庆邮电大学,重庆,重庆,公立,理工,"省重点,保研资格,卓越工程师",文,本科一批,4,556,602,578,6645,5788,5731
2339,辽宁大学(中外合作),辽宁,沈阳,公立,综合,"双一流,211,保研资格",文,本科一批,3,556,,,6811,,
2339,辽宁大学(中外联合培养),辽宁,辽阳,公立,综合,"双一流,211,保研资格",文,本科一批,3,556,,,6872,,
2512,南京信息工程大学(中外合作),江苏,南京,公立,综合,"双一流,国家重点,保研资格",文,本科一批,2,556,597,573,6781,7003,6975
2635,青岛大学,山东,青岛,公立,综合,"省重点,保研资格,卓越工程师",文,本科一批,10,556,601,581,6807,6006,4985
2775,山西大学,山西,太原,公立,综合,"双一流,部省合建,保研资格",理,本科一批,77,556,489,583,34376,88983,31563
2848,汕头大学,广东,汕头,公立,综合,"省重点,保研资格,卓越工程师",理,本科一批,45,556,554,557,34045,37598,49038
2892,上海立信会计金融学院,上海,上海,公立,财经,双万计划,理,本科一批,54,556,553,598,34688,38231,23097
3315,西北大学(中外合作),陕西,西安,公立,综合,"双一流,211,省重点",理,本科一批,2,556,540,,34635,47261,
3616,浙江理工大学,浙江,杭州,公立,理工,"省重点,保研资格,卓越工程师",文,本科一批,12,556,601,579,6659,6006,5476
9001,安徽大学(中外合作),安徽,合肥,公立,综合,"双一流,211,省重点",理,本科一批,120,556,558,581,34363,35114,32804
1754,河北大学,河北,保定,公立,综合,"省重点,部省合建,保研资格",文,本科一批,28,555,600,576,7133,6220,6211
1762,河北工业大学,天津,天津,公立,理工,"双一流,211,省重点",理,本科一批,52,555,594,615,35137,16513,15089
2150,江苏大学,江苏,镇江,公立,综合,"国家重点,省重点,保研资格",理,本科一批,160,555,488,597,35375,89923,23641
2917,上海中医药大学(中外合作),上海,上海,公立,医药,"双一流,省重点,保研资格",理,本科一批,3,555,559,584,35391,34502,30966
3027,四川外国语大学,重庆,重庆,公立,语言,"保研资格,双万计划",文,本科一批,16,555,598,582,6888,6722,4776
3060,苏州科技大学,江苏,苏州,公立,综合,"卓越工程师,双万计划",文,本科一批,14,555,597,573,7083,7003,6975
3116,天津工业大学(中外合作),天津,天津,公立,理工,"双一流,省重点,保研资格",理,本科一批,42,555,549,565,35108,40975,43339
3712,中国医科大学,辽宁,沈阳,公立,医药,"国家重点,保研资格,卓越医生",理,本科一批,30,555,557,623,35401,35723,11853
1467,广东财经大学,广东,广州,公立,财经,"省重点,卓越法律,双万计划",文,本科一批,5,554,587,,7257,9917,
1615,广州医科大学,广东,广州,公立,医药,"双一流,省重点,保研资格",文,本科一批,7,554,593,569,7373,8116,8083
2053,华东交通大学,江西,南昌,公立,理工,"省重点,保研资格,卓越工程师",理,本科一批,106,554,557,578,35913,35723,34641
2480,南京财经大学,江苏,南京,公立,财经,"省重点,双万计划",理,本科一批,91,554,493,600,35469,85364,22036
2635,青岛大学,山东,青岛,公立,综合,"省重点,保研资格,卓越工程师",理,本科一批,33,554,551,581,35620,39598,32804
2730,山东科技大学,山东,青岛,公立,理工,"省重点,保研资格,卓越工程师",理,本科一批,57,554,564,585,35629,31405,30386
2866,上海电力大学,上海,上海,公立,理工,"卓越工程师,双万计划",文,本科一批,14,554,599,577,7210,6458,5970
2878,上海海事大学,上海,上海,公立,理工,"省重点,保研资格,卓越工程师",文,本科一批,18,554,602,585,7179,5788,4154
3020,四川师范大学,四川,成都,公立,师范,"省重点,保研资格,双万计划",文,本科一批,29,554,598,575,7325,6722,6441
3060,苏州科技大学,江苏,苏州,公立,综合,"卓越工程师,双万计划",理,本科一批,26,554,559,590,35745,34502,27439
3107,天津财经大学(中外合作),天津,天津,公立,财经,"省重点,保研资格,双万计划",文,本科一批,3,554,594,573,7198,7814,6975
3239,武汉科技大学,湖北,武汉,公立,理工,"省重点,保研资格,卓越工程师",文,本科一批,13,554,601,577,7343,6006,5970
3241,武汉理工大学(中外合作),湖北,武汉,公立,理工,"双一流,211,中央部属",文,本科一批,2,554,618,593,7227,2834,2830
3343,西南民族大学,四川,成都,公立,民族,"国家重点,中央部属,保研资格",文,本科一批,9,554,597,574,7222,7003,6672
3685,中国地质大学(武汉)(地下水科学与工程),湖北,武汉,公立,理工,"双一流,211,国家重点",理,本科一批,5,554,546,584,35592,43044,30966
1110,北京信息科技大学,北京,北京,公立,理工,"省重点,保研资格,卓越工程师",理,本科一批,40,553,543,593,36079,45190,25790
1178,长沙理工大学(中外合作),湖南,长沙,公立,理工,"省重点,保研资格,卓越工程师",理,本科一批,4,553,553,563,36241,38231,44689
1287,重庆师范大学,重庆,重庆,公立,师范,"省重点,保研资格,卓越农林",文,本科一批,22,553,595,570,7636,7536,7818
2040,湖南中医药大学,湖南,长沙,公立,医药,"省重点,保研资格,卓越医生(中医)",文,本科一批,11,553,595,574,7742,7536,6672
2461,南昌航空大学,江西,南昌,公立,理工,"省重点,保研资格,卓越工程师",理,本科一批,103,553,538,574,36412,48646,37210
2480,南京财经大学(中外合作),江苏,南京,公立,财经,"省重点,双万计划",理,本科一批,7,553,,,36176,,
2485,南京工程学院,江苏,南京,公立,理工,"卓越工程师,双万计划",理,本科一批,91,553,554,564,36260,37598,43976
3388,新疆大学,新疆,乌鲁木齐,公立,综合,"双一流,211,部省合建",文,本科一批,8,553,564,569,7458,19942,8083
3462,延边大学,吉林,延边朝鲜族自治州,公立,综合,"双一流,211,保研资格",文,本科一批,30,553,596,571,7497,7273,7549
3462,延边大学,吉林,延边朝鲜族自治州,公立,综合,"双一流,211,保研资格",理,本科一批,46,553,559,580,36146,34502,33440
3472,扬州大学,江苏,扬州,公立,综合,"省重点,保研资格,卓越工程师",理,本科一批,83,553,557,593,36404,35723,25790
3586,浙江财经大学,浙江,杭州,公立,财经,"省重点,双万计划",理,本科一批,80,553,531,597,36519,53902,23641
3720,中南民族大学,湖北,武汉,公立,综合,"中央部属,省重点,保研资格",文,本科一批,50,553,601,577,7735,6006,5970
1728,海南医学院,海南,海口,公立,医药,"卓越医生,卓越医生(中医),双万计划",理,本科一批,19,552,560,576,37030,33869,35923
2654,青海大学,青海,西宁,公立,综合,"双一流,211,部省合建",理,本科一批,97,552,556,576,37116,36371,35923
3305,西安外国语大学,陕西,西安,公立,语言,"保研资格,双万计划",文,本科一批,21,552,582,586,7941,11697,3992
3619,浙江农林大学,浙江,杭州,公立,农林,"省重点,卓越农林,双万计划",文,本科一批,12,552,593,569,7761,8116,8083
3688,中国计量大学,浙江,杭州,公立,理工,"卓越工程师,双万计划",理,本科一批,65,552,490,596,37207,88054,24199
9008,安徽师范大学,安徽,芜湖,公立,师范,"省重点,保研资格,双万计划",文,本科一批,1207,552,556,570,7873,24727,7818
1333,大连外国语大学(中外合作),辽宁,大连,公立,语言,"保研资格,双万计划",理,本科一批,1,551,546,,38265,43044,
1515,广东外语外贸大学,广东,广州,公立,语言,"省重点,保研资格,双万计划",理,本科一批,19,551,571,591,38280,27521,26869
1922,湖北工业大学,湖北,武汉,公立,理工,"省重点,保研资格,卓越工程师",文,本科一批,9,551,592,572,8243,8392,7262
2061,华侨大学,福建,泉州,公立,综合,"国家重点,中央部属,保研资格",文,本科一批,44,551,584,,8227,10930,
2179,江西财经大学,江西,南昌,公立,财经,"省重点,保研资格,卓越法律",理,本科一批,101,551,564,589,37731,31405,28005
3227,武汉工程大学,湖北,武汉,公立,理工,"保研资格,卓越工程师,双万计划",文,本科一批,20,551,599,575,8308,6458,6441
3280,西安工业大学,陕西,西安,公立,理工,"保研资格,双万计划",理,本科一批,66,551,556,581,38130,36371,32804
3624,浙江师范大学(中外合作),浙江,金华,公立,师范,"省重点,保研资格,双万计划",理,本科一批,7,551,549,568,37618,40975,41242
1618,广州中医药大学,广东,广州,公立,医药,"双一流,省重点,保研资格",文,本科一批,9,550,598,575,8626,6722,6441
2058,华南农业大学,广东,广州,公立,综合,"双一流,国家重点,保研资格",理,本科一批,154,550,515,583,38466,66478,31563
2117,集美大学,福建,厦门,公立,综合,"省重点,保研资格,卓越农林",理,本科一批,79,550,555,542,38593,36978,60370
2214,江西师范大学,江西,南昌,公立,师范,"省重点,保研资格,双万计划",文,本科一批,95,550,592,567,8375,8392,8749
2477,南方医科大学,广东,广州,公立,医药,"省重点,保研资格,卓越医生",文,本科一批,20,550,595,571,8570,7536,7549
2485,南京工程学院(中外合作),江苏,南京,公立,理工,"卓越工程师,双万计划",理,本科一批,11,550,541,552,38972,46566,52684
2871,上海工程技术大学,上海,上海,公立,理工,"卓越工程师,双万计划",理,本科一批,199,550,550,561,38869,40309,46146
2890,上海理工大学(中外合作),上海,上海,公立,理工,"省重点,保研资格,卓越工程师",理,本科一批,33,550,523,586,38743,60028,29794
2929,深圳技术大学,广东,深圳,公立,理工,,文,本科一批,7,550,588,,8415,9600,
3149,天津医科大学,天津,天津,公立,医药,"双一流,211,国家重点",理,本科一批,40,550,610,624,38492,10628,11477
3343,西南民族大学,四川,成都,公立,民族,"国家重点,中央部属,保研资格",理,本科一批,17,550,551,573,39036,39598,37902
3583,浙大城市学院,浙江,杭州,公立,理工,,文,本科一批,12,550,589,560,8463,9293,11148
1255,重庆工商大学,重庆,重庆,公立,财经,"省重点,卓越农林,双万计划",文,本科一批,21,549,595,575,8748,7536,6441
1476,广东工业大学,广东,广州,公立,理工,"省重点,保研资格,卓越工程师",理,本科一批,78,549,488,593,39561,89923,25790
1792,河北师范大学,河北,石家庄,公立,师范,"省重点,保研资格,双万计划",文,本科一批,21,549,591,566,8801,8672,9056
1809,河南财经政法大学,河南,郑州,公立,财经,"保研资格,双万计划",文,本科一批,16,549,587,561,8905,9917,10761
2163,江苏科技大学,江苏,镇江,公立,理工,"省重点,保研资格,卓越工程师",文,本科一批,11,549,591,570,8666,8672,7818
2511,南京晓庄学院,江苏,南京,公立,师范,双万计划,文,本科一批,18,549,587,561,8837,9917,10761
2670,曲阜师范大学,山东,济宁,公立,师范,"省重点,保研资格,双万计划",文,本科一批,42,549,584,563,8844,10930,10081
3134,天津商业大学,天津,天津,公立,财经,"省重点,保研资格,卓越农林",文,本科一批,22,549,590,566,8936,8971,9056
3311,西安医学院,陕西,西安,公立,医药,"卓越医生,双万计划",理,本科一批,4,549,544,,39516,44507,
3706,中国石油大学(北京)克拉玛依校区,新疆,克拉玛依,公立,理工,"211,国家重点,中央部属",文,本科一批,18,549,585,562,8947,10577,10394
1043,北方工业大学(中外合作),北京,北京,公立,理工,"省重点,保研资格,卓越工程师",理,本科一批,3,548,552,,40355,38929,
1813,河南大学(中外合作),河南,开封,公立,综合,"双一流,省重点,保研资格",文,本科一批,11,548,587,563,9274,9917,10081
1996,湖南科技大学,湖南,湘潭,公立,综合,"省重点,保研资格,卓越工程师",文,本科一批,13,548,589,566,9090,9293,9056
2339,辽宁大学(中外联合培养),辽宁,辽阳,公立,综合,"双一流,211,保研资格",理,本科一批,4,548,,,40489,,
3146,天津外国语大学,天津,天津,公立,语言,"省重点,保研资格,双万计划",文,本科一批,24,548,577,581,9288,13736,4985
3313,西安邮电大学,陕西,西安,公立,理工,双万计划,文,本科一批,7,548,597,574,9009,7003,6628
3695,中国劳动关系学院,北京,北京,公立,政法,"国家重点,中央部属,双万计划",文,本科一批,8,548,581,,9273,12069,
9002,安徽财经大学,安徽,蚌埠,公立,财经,"省重点,保研资格,双万计划",文,本科一批,326,548,586,564,9250,10248,9726
9008,安徽师范大学,安徽,芜湖,公立,师范,"省重点,保研资格,双万计划",理,本科一批,3128,548,550,568,40615,40309,41242
1178,长沙理工大学,湖南,长沙,公立,理工,"省重点,保研资格,卓越工程师",文,本科一批,14,547,598,576,9712,6722,6211
1218,成都理工大学(宜宾校区),四川,宜宾,公立,理工,"双一流,省重点,保研资格",文,本科一批,8,547,,570,9483,,7818
1287,重庆师范大学,重庆,重庆,公立,师范,"省重点,保研资格,卓越农林",理,本科一批,35,547,551,568,40999,39598,41242
1840,河南师范大学,河南,新乡,公立,师范,"省重点,保研资格,卓越农林",文,本科一批,15,547,579,,9482,12902,
1869,黑龙江大学,黑龙江,哈尔滨,公立,综合,"国家重点,保研资格,卓越法律",文,本科一批,16,547,586,567,9527,10248,8749
1978,湖南工商大学,湖南,长沙,公立,财经,双万计划,文,本科一批,10,547,587,561,9490,9917,10761
2061,华侨大学,福建,泉州,公立,综合,"国家重点,中央部属,保研资格",理,本科一批,173,547,515,,41353,66478,
2117,集美大学,福建,厦门,公立,综合,"省重点,保研资格,卓越农林",文,本科一批,19,547,602,577,9480,5788,5970
2486,南京工业大学(中外合作),江苏,南京,公立,理工,"省重点,保研资格,卓越工程师",理,本科一批,12,547,549,584,40982,40975,30966
2871,上海工程技术大学,上海,上海,公立,理工,"卓越工程师,双万计划",文,本科一批,13,547,590,564,9586,8971,9726
2914,上海政法学院,上海,上海,公立,政法,双万计划,理,本科一批,79,547,565,591,41366,30826,26869
3107,天津财经大学(中外合作),天津,天津,公立,财经,"省重点,保研资格,双万计划",理,本科一批,7,547,552,569,40909,38929,40574
3146,天津外国语大学,天津,天津,公立,语言,"省重点,保研资格,双万计划",理,本科一批,14,547,561,584,41376,33227,30966
3268,西安财经大学,陕西,西安,公立,财经,双万计划,文,本科一批,15,547,586,559,9514,10248,11565
3586,浙江财经大学(中外合作),浙江,杭州,公立,财经,"省重点,双万计划",文,本科一批,6,547,596,576,9618,7273,6211
3596,浙江工商大学,浙江,杭州,公立,财经,"省重点,保研资格,卓越法律",理,本科一批,101,547,489,594,41279,88983,25235
9007,安徽农业大学,安徽,合肥,公立,农林,"省重点,保研资格,卓越农林",文,本科一批,492,547,585,562,9700,10577,10394
1198,常州大学(中外合作),江苏,常州,公立,理工,"省重点,双万计划",理,本科一批,2,546,552,568,41882,38929,41242
1467,广东财经大学,广东,广州,公立,财经,"省重点,卓越法律,双万计划",理,本科一批,7,546,539,,41809,47949,
1717,海南大学(中外合作),海南,海口,公立,综合,"双一流,211,部省合建",理,本科一批,5,546,534,550,42136,51616,54224
1813,河南大学(中外合作),河南,开封,公立,综合,"双一流,省重点,保研资格",理,本科一批,19,546,546,566,42205,43044,42637
1830,河南科技大学,河南,洛阳,公立,综合,"省重点,保研资格,卓越工程师",理,本科一批,137,546,545,564,41612,43753,43976
1981,湖南工业大学,湖南,株洲,公立,理工,"省重点,双万计划",文,本科一批,19,546,585,562,10000,10577,10394
2480,南京财经大学,江苏,南京,公立,财经,"省重点,双万计划",文,本科一批,67,546,609,588,10061,4300,3628
2705,山东财经大学,山东,济南,公立,财经,"省重点,保研资格,双万计划",文,本科一批,38,546,588,577,9794,9600,5970
2813,山西医科大学,山西,太原,公立,医药,"省重点,保研资格,卓越医生",理,本科一批,50,546,498,608,41516,80934,18179
2864,上海第二工业大学,上海,上海,公立,理工,卓越工程师,理,本科一批,120,546,557,582,41964,35723,32174
2878,上海海事大学(中外合作),上海,上海,公立,理工,"省重点,保研资格,卓越工程师",理,本科一批,49,546,545,576,41547,43753,35923
3156,天津中医药大学,天津,天津,公立,医药,"双一流,省重点,保研资格",文,本科一批,20,546,584,555,10101,10930,13185
3285,西安建筑科技大学,陕西,西安,公立,理工,"省重点,保研资格,卓越工程师",文,本科一批,7,546,592,569,9847,8392,8083
3619,浙江农林大学,浙江,杭州,公立,农林,"省重点,卓越农林,双万计划",理,本科一批,105,546,547,565,42207,42377,43339
3697,中国民航大学,天津,天津,公立,理工,"中央部属,省重点,保研资格",理,本科一批,182,546,555,577,41712,36978,35272
3706,中国石油大学(北京)克拉玛依校区,新疆,克拉玛依,公立,理工,"211,国家重点,中央部属",理,本科一批,81,546,543,556,41731,45190,49763
3715,中华女子学院,北京,北京,公立,语言,"中央部属,双万计划",文,本科一批,3,546,580,566,9937,12479,9056
1168,长江大学,湖北,荆州,公立,综合,"省重点,保研资格,卓越工程师",文,本科一批,20,545,584,566,10105,10930,9056
1269,重庆交通大学,重庆,重庆,公立,理工,"省重点,保研资格,卓越工程师",文,本科一批,9,545,583,570,10438,11320,7818
1399,福建农林大学,福建,福州,公立,农林,"省重点,保研资格,卓越农林",文,本科一批,2,545,584,559,10154,10930,11565
1615,广州医科大学,广东,广州,公立,医药,"双一流,省重点,保研资格",理,本科一批,22,545,506,595,42922,74000,24697
1754,河北大学,河北,保定,公立,综合,"省重点,部省合建,保研资格",理,本科一批,70,545,514,573,42724,67342,37902
2478,南华大学,湖南,衡阳,公立,综合,"保研资格,卓越工程师,卓越医生",理,本科一批,92,545,541,562,42674,46566,45423
3126,天津科技大学(中外合作),天津,天津,公立,理工,"省重点,保研资格,卓越工程师",文,本科一批,4,545,582,564,10234,11697,9726
3146,天津外国语大学(非通用语种),天津,天津,公立,语言,"省重点,保研资格,双万计划",文,本科一批,2,545,583,,10170,11320,
3146,天津外国语大学(中外合作),天津,天津,公立,语言,"省重点,保研资格,双万计划",文,本科一批,2,545,582,555,10227,11697,13185
3227,武汉工程大学,湖北,武汉,公立,理工,"保研资格,卓越工程师,双万计划",理,本科一批,111,545,563,591,42932,32023,26869
3331,西华大学,四川,成都,公立,综合,"省重点,保研资格,双万计划",理,本科一批,30,545,550,571,42918,40309,39210
3583,浙大城市学院,浙江,杭州,公立,理工,,理,本科一批,63,545,544,554,42491,44507,51169
1061,北京工商大学,北京,北京,公立,财经,"省重点,保研资格,卓越农林",理,本科一批,45,544,489,589,43207,88983,28005
1198,常州大学,江苏,常州,公立,理工,"省重点,双万计划",文,本科一批,13,544,571,576,10769,16401,6211
1762,河北工业大学(芬兰校区),,芬兰,公立,理工,"双一流,211,省重点",理,本科一批,8,544,,,43144,,
1922,湖北工业大学(中外合作),湖北,武汉,公立,理工,"省重点,保研资格,卓越工程师",理,本科一批,6,544,539,531,43628,47949,69293
2156,江苏海洋大学,江苏,连云港,公立,理工,双万计划,文,本科一批,21,544,580,549,10709,12479,15928
2339,辽宁大学(中外合作),辽宁,沈阳,公立,综合,"双一流,211,保研资格",理,本科一批,9,544,562,582,43757,32607,32174
2478,南华大学,湖南,衡阳,公立,综合,"保研资格,卓越工程师,卓越医生",文,本科一批,16,544,582,552,10651,11697,14519
2485,南京工程学院,江苏,南京,公立,理工,"卓越工程师,双万计划",文,本科一批,14,544,584,558,10623,10930,11938
2901,上海商学院,上海,上海,公立,财经,双万计划,文,本科一批,35,544,578,,10855,13308,
2956,石河子大学,新疆,石河子,公立,综合,"双一流,211,国家重点",文,本科一批,42,544,582,557,10711,11697,12360
2967,石家庄铁道大学,河北,石家庄,公立,理工,"省重点,保研资格,卓越工程师",文,本科一批,9,544,583,560,10697,11320,11148
3293,西安理工大学(中外合作),陕西,西安,公立,理工,"省重点,保研资格,卓越工程师",理,本科一批,12,544,536,561,43465,50174,46146
3695,中国劳动关系学院,北京,北京,公立,政法,"国家重点,中央部属,双万计划",理,本科一批,7,544,532,,43494,53155,
1269,重庆交通大学(中外合作),重庆,重庆,公立,理工,"省重点,保研资格,卓越工程师",理,本科一批,6,543,538,559,44211,48646,47587
1560,广西师范大学,广西,桂林,公立,师范,"省重点,保研资格,双万计划",文,本科一批,23,543,,,10967,,
2043,湖州师范学院,浙江,湖州,公立,师范,"卓越医生,卓越农林,双万计划",文,本科一批,9,543,572,,10913,15917,
2120,济南大学,山东,济南,公立,综合,"省重点,保研资格,卓越工程师",文,本科一批,27,543,575,577,11092,14598,5970
2339,辽宁大学(艺术类),辽宁,辽阳,公立,综合,"双一流,211,保研资格",文,本科一批,4,543,,,10933,,
2947,沈阳理工大学,辽宁,沈阳,公立,理工,"省重点,卓越工程师,双万计划",理,本科一批,15,543,548,573,44175,41667,37902
3193,温州医科大学,浙江,温州,公立,医药,"省重点,保研资格,卓越医生",理,本科一批,33,543,571,587,44213,27521,29180
3280,西安工业大学,陕西,西安,公立,理工,"保研资格,双万计划",文,本科一批,6,543,578,,10999,13308,
3300,西安石油大学,陕西,西安,公立,理工,"保研资格,双万计划",文,本科一批,12,543,582,553,10900,11697,14049
3305,西安外国语大学,陕西,西安,公立,语言,"保研资格,双万计划",理,本科一批,16,543,495,593,44512,83595,25790
3331,西华大学,四川,成都,公立,综合,"省重点,保研资格,双万计划",文,本科一批,20,543,589,567,11110,9293,8749
3420,新乡医学院,河南,新乡,公立,医药,"卓越医生,双万计划",理,本科一批,23,543,535,,44065,50838,
9005,安徽建筑大学,安徽,合肥,公立,理工,"省重点,卓越工程师,双万计划",文,本科一批,327,543,578,559,11238,13308,11565
9103,蚌埠医学院,安徽,蚌埠,公立,医药,"保研资格,卓越医生,双万计划",文,本科一批,130,543,581,558,10927,12069,11938
1113,北京印刷学院,北京,北京,公立,理工,"卓越工程师,双万计划",文,本科一批,12,542,579,566,11393,12902,9056
1224,成都信息工程大学,四川,成都,公立,理工,"省重点,卓越工程师,双万计划",文,本科一批,23,542,581,565,11422,12069,9385
1269,重庆交通大学,重庆,重庆,公立,理工,"省重点,保研资格,卓越工程师",理,本科一批,65,542,538,588,45063,48646,28602
1449,甘肃政法大学,甘肃,兰州,公立,政法,"卓越法律,双万计划",文,本科一批,23,542,580,552,11379,12479,14519
1697,哈尔滨商业大学,黑龙江,哈尔滨,公立,财经,"省重点,保研资格,双万计划",文,本科一批,7,542,581,564,11383,12069,9726
1818,河南工业大学,河南,郑州,公立,理工,"省重点,保研资格,卓越工程师",文,本科一批,31,542,582,561,11296,11697,10761
1830,河南科技大学,河南,洛阳,公立,综合,"省重点,保研资格,卓越工程师",文,本科一批,32,542,581,560,11487,12069,11148
1899,黑龙江中医药大学,黑龙江,哈尔滨,公立,医药,"省重点,保研资格,卓越医生(中医)",文,本科一批,6,542,590,562,11483,8971,10394
2646,青岛理工大学,山东,青岛,公立,理工,"省重点,保研资格,卓越工程师",文,本科一批,11,542,580,573,11617,12479,6975
2725,山东建筑大学,山东,济南,公立,理工,"省重点,保研资格,卓越工程师",文,本科一批,2,542,569,579,11292,17351,5476
3333,西交利物浦大学,江苏,苏州,中外合作办学,综合,省重点,文,本科一批,42,542,578,547,11477,13308,16929
3688,中国计量大学,浙江,杭州,公立,理工,"卓越工程师,双万计划",文,本科一批,5,542,604,580,11528,5304,5225
1071,北京建筑大学,北京,北京,公立,理工,"省重点,保研资格,卓越工程师",理,本科一批,18,541,504,595,46055,75744,24697
1362,东北财经大学,辽宁,大连,公立,财经,"省重点,保研资格,双万计划",文,本科一批,7,541,610,598,12099,4121,2187
1476,广东工业大学,广东,广州,公立,理工,"省重点,保研资格,卓越工程师",文,本科一批,16,541,592,575,12085,8392,6441
1742,杭州师范大学,浙江,杭州,公立,师范,"省重点,保研资格,双万计划",理,本科一批,117,541,567,592,46295,29679,26316
2052,华北水利水电大学,河南,郑州,公立,理工,"保研资格,卓越工程师,卓越农林",理,本科一批,140,541,541,562,45883,46566,45423
2214,江西师范大学,江西,南昌,公立,师范,"省重点,保研资格,双万计划",理,本科一批,210,541,545,568,45593,43753,41242
2446,闽江学院,福建,福州,公立,综合,"省重点,双万计划",文,本科一批,6,541,582,560,11906,11697,11148
2574,宁波大学(中外合作),浙江,宁波,公立,综合,"双一流,省重点,保研资格",文,本科一批,5,541,584,573,11985,10930,6975
2695,三峡大学,湖北,宜昌,公立,综合,"省重点,保研资格,卓越工程师",文,本科一批,18,541,579,566,12049,12902,9056
2890,上海理工大学(中外合作),上海,上海,公立,理工,"省重点,保研资格,卓越工程师",文,本科一批,8,541,597,574,11942,7003,6672
2912,上海应用技术大学,上海,上海,公立,理工,"卓越工程师,双万计划",文,本科一批,24,541,572,574,11830,15917,6672
3341,西南科技大学,四川,绵阳,公立,理工,"省重点,保研资格,双万计划",文,本科一批,34,541,583,561,11839,11320,10761
1374,东华理工大学,江西,抚州,公立,理工,"省重点,卓越工程师,双万计划",理,本科一批,112,540,540,568,46739,47261,41242
1724,海南师范大学,海南,海口,公立,师范,"省重点,保研资格,双万计划",文,本科一批,77,540,570,,12312,16883,
2208,江西农业大学,江西,南昌,公立,农林,"国家重点,保研资格,卓越农林",文,本科一批,31,540,575,547,12388,14598,16929
2461,南昌航空大学,江西,南昌,公立,理工,"省重点,保研资格,卓越工程师",文,本科一批,17,540,581,554,12189,12069,13604
2730,山东科技大学,山东,青岛,公立,理工,"省重点,保研资格,卓越工程师",文,本科一批,12,540,562,569,12263,21033,8083
2770,山西财经大学,山西,太原,公立,财经,"保研资格,双万计划",文,本科一批,46,540,570,563,12362,16883,10081
3126,天津科技大学,天津,天津,公立,理工,"省重点,保研资格,卓越工程师",文,本科一批,34,540,565,573,12314,19343,6975
3268,西安财经大学,陕西,西安,公立,财经,双万计划,理,本科一批,31,540,538,547,46848,48646,56482
3291,西安科技大学,陕西,西安,公立,理工,"省重点,保研资格,双万计划",文,本科一批,4,540,587,568,12313,9917,8426
3616,浙江理工大学(中外合作),浙江,杭州,公立,理工,"省重点,保研资格,卓越工程师",理,本科一批,3,540,516,566,47154,65645,42637
3666,郑州轻工业大学,河南,郑州,公立,理工,"卓越工程师,双万计划",理,本科一批,25,540,535,551,46390,50838,53459
9002,安徽财经大学,安徽,蚌埠,公立,财经,"省重点,保研资格,双万计划",理,本科一批,598,540,538,558,46984,48646,48303
1809,河南财经政法大学,河南,郑州,公立,财经,"保研资格,双万计划",理,本科一批,24,539,510,547,47874,70653,56482
2140,江汉大学,湖北,武汉,公立,综合,,文,本科一批,15,539,,,12618,,
