院校代码,学校名,所在地,城市,办学性质,学校类型,标签,科目,批次,人数,2022分数,2021分数,2020分数,2022最低位次,2021最低位次,2020最低位次
3286,西安建筑科技大学华清学院,陕西,西安,民办,理工,双万计划,理,本科二批,11,446,424,464,150296,149865,129896
3298,西安培华学院,陕西,西安,民办,综合,双万计划,理,本科二批,30,446,435,450,150882,140288,141993
2094,吉林化工学院(中外合作),吉林,吉林,公立,理工,"卓越工程师,双万计划",理,本科二批,20,445,436,454,151930,139372,138646
2305,兰州工商学院,甘肃,兰州,民办,综合,,理,本科二批,12,445,415,450,152322,157156,141993
3128,天津理工大学中环信息学院,天津,天津,民办,综合,,理,本科二批,62,445,428,458,151856,146423,135194
3309,西安信息职业大学,陕西,西安,民办,理工,,理,本科二批,12,445,427,446,152249,147277,145159
3334,西京学院,陕西,西安,民办,理工,双万计划,理,本科二批,28,445,437,457,151561,138518,136063
3452,烟台科技学院,山东,烟台,民办,综合,,理,本科二批,31,445,430,435,152346,144654,153706
2440,绵阳城市学院,四川,绵阳,民办,理工,,理,本科二批,7,444,417,450,152848,155545,141993
3229,武汉工程科技学院,湖北,武汉,民办,综合,双万计划,理,本科二批,22,444,415,,152410,157156,
3355,厦门工学院,福建,厦门,民办,理工,双万计划,理,本科二批,33,444,441,468,152723,134855,126337
3669,郑州升达经贸管理学院,河南,郑州,民办,财经,,理,本科二批,26,444,419,458,152655,153885,135194
1031,宝鸡文理学院,陕西,宝鸡,公立,师范,双万计划,理,本科二批,6,443,467,495,154107,109847,101220
1563,广西外国语学院,广西,南宁,民办,综合,双万计划,理,本科二批,5,443,423,441,154667,150648,149160
1569,广西医科大学,广西,南宁,公立,医药,"省重点,保研资格,卓越医生",理,本科二批,16,443,478,499,153792,99374,97524
1592,广州华立学院,广东,广州,民办,理工,,理,本科二批,6,443,429,452,153972,145501,140338
2247,锦州医科大学(中外合作),辽宁,锦州,公立,医药,双万计划,理,本科二批,3,443,,,153619,,
2643,青岛黄海学院,山东,青岛,民办,综合,,理,本科二批,24,443,424,437,154355,149865,152192
2648,青岛农业大学海都学院,山东,烟台,民办,综合,,理,本科二批,19,443,436,443,153922,139372,147479
2660,青海民族大学(中外合作),青海,西宁,公立,民族,"保研资格,卓越法律",理,本科二批,2,443,,,154345,,
2706,山东财经大学东方学院,山东,泰安,民办,综合,,理,本科二批,18,443,435,456,154727,140288,136918
2853,商丘工学院,河南,商丘,民办,理工,双万计划,理,本科二批,20,443,418,442,153730,154739,148292
3626,浙江树人学院,浙江,杭州,民办,理工,,理,本科二批,53,443,439,461,154260,136663,132588
3658,郑州工业应用技术学院,河南,郑州,民办,理工,双万计划,理,本科二批,7,443,434,449,154476,141172,142813
9201,蚌埠工商学院,安徽,蚌埠,民办,财经,双万计划,理,本科二批,1196,443,426,440,154661,148118,149906
2286,昆明理工大学津桥学院,云南,昆明,民办,理工,,理,本科二批,5,442,435,449,155809,140288,142813
3147,天津外国语大学滨海外事学院,天津,天津,民办,语言,,理,本科二批,11,442,416,468,155923,156378,126337
3214,武昌工学院,湖北,武汉,民办,综合,,理,本科二批,15,442,440,466,155309,135763,128115
3226,武汉纺织大学外经贸学院,湖北,武汉,民办,综合,,理,本科二批,14,442,420,461,155396,153083,132588
3236,武汉华夏理工学院,湖北,武汉,民办,理工,,理,本科二批,28,442,438,469,155861,137610,125449
9203,马鞍山学院,安徽,马鞍山,民办,理工,双万计划,理,本科二批,1615,442,428,448,155640,146423,143602
1455,赣南师范大学科技学院,江西,赣州,民办,师范,,理,本科二批,14,441,441,462,156549,134855,131713
1614,广州新华学院,广东,广州,民办,综合,双万计划,理,本科二批,18,441,418,460,156832,154739,133484
1679,桂林学院,广西,桂林,民办,综合,双万计划,理,本科二批,17,441,433,443,156334,142085,147479
1757,河北东方学院,河北,廊坊,民办,综合,,理,本科二批,4,441,429,449,156099,145501,142813
1930,湖北经济学院法商学院,湖北,武汉,民办,财经,双万计划,理,本科二批,12,441,434,460,156376,141172,133484
2074,黄河科技学院,河南,郑州,民办,理工,双万计划,理,本科二批,36,441,422,469,157123,151467,125449
2464,南昌交通学院,江西,南昌,民办,理工,,理,本科二批,57,441,417,473,156464,155545,121802
3251,武汉体育学院体育科技学院,湖北,武汉,民办,体育,,理,本科二批,5,441,426,452,157189,148118,140338
3301,西安思源学院,陕西,西安,民办,综合,双万计划,理,本科二批,11,441,435,450,156457,140288,141993
3307,西安外事学院,陕西,西安,民办,综合,双万计划,理,本科二批,43,441,430,449,156160,144654,142813
3620,浙江农林大学暨阳学院,浙江,绍兴,民办,农林,双万计划,理,本科二批,30,441,431,457,156913,143752,136063
1147,长春大学旅游学院,吉林,长春,民办,综合,双万计划,理,本科二批,10,440,405,443,158117,164770,147479
1415,福州大学至诚学院,福建,福州,民办,综合,双万计划,理,本科二批,65,440,432,460,158166,142896,133484
1761,河北工程技术学院,河北,石家庄,民办,综合,,理,本科二批,22,440,415,,158298,157156,
2105,吉林师范大学博达学院,吉林,四平,民办,师范,,理,本科二批,28,440,412,456,157393,159459,136918
2257,荆州学院,湖北,荆州,民办,理工,双万计划,理,本科二批,12,440,,,157373,,
2610,莆田学院(中外合作),福建,莆田,公立,综合,"卓越医生,双万计划",理,本科二批,1,440,439,453,158321,136663,139525
2757,山东现代学院,山东,济南,民办,综合,,理,本科二批,44,440,416,454,157690,156378,138646
2996,四川电影电视学院,四川,成都,民办,艺术,双万计划,理,本科二批,5,440,422,475,158136,151467,119895
3528,云南经济管理学院,云南,昆明,民办,财经,,理,本科二批,5,440,416,,157585,156378,
9105,巢湖学院(中外合作),安徽,合肥,公立,综合,双万计划,理,本科二批,20,440,436,455,157786,139372,137766
1169,长江大学文理学院,湖北,荆州,民办,理工,双万计划,理,本科二批,6,439,437,464,158536,138518,129896
1227,成都银杏酒店管理学院,四川,成都,民办,财经,双万计划,理,本科二批,1,439,427,457,159348,147277,136063
1320,大连工业大学艺术与信息工程学院,辽宁,大连,民办,综合,,理,本科二批,2,439,414,,158894,157962,
1325,大连科技学院,辽宁,大连,民办,理工,,理,本科二批,30,439,420,441,159224,153083,149160
1400,福建农林大学金山学院(中外合作),福建,福州,民办,综合,双万计划,理,本科二批,1,439,402,,159037,166870,
1454,赣南师范大学,江西,赣州,公立,师范,双万计划,理,本科二批,15,439,485,512,158970,92715,85770
1699,哈尔滨石油学院,黑龙江,哈尔滨,民办,理工,,理,本科二批,15,439,416,445,158558,156378,145902
1900,衡水学院(中外合作),河北,衡水,公立,综合,双万计划,理,本科二批,4,439,,,158734,,
2357,辽宁理工学院,辽宁,锦州,民办,综合,,理,本科二批,7,439,419,446,158839,153885,145159
2634,青岛城市学院,山东,青岛,民办,理工,,理,本科二批,24,439,415,461,158572,157156,132588
3292,西安科技大学高新学院,陕西,西安,民办,理工,双万计划,理,本科二批,11,439,418,455,159299,154739,137766
3401,新疆农业大学(较高收费),新疆,乌鲁木齐,公立,农林,"省重点,保研资格,卓越农林",理,本科二批,9,439,438,455,159502,137610,137766
9215,淮北理工学院,安徽,淮北,民办,师范,,理,本科二批,1001,439,423,455,159311,150648,137766
1314,大连财经学院,辽宁,大连,民办,财经,,理,本科二批,12,438,432,484,159658,142896,111547
1553,广西民族大学相思湖学院,广西,南宁,民办,民族,双万计划,理,本科二批,7,438,433,449,159826,142085,142813
1603,广州南方学院,广东,广州,民办,综合,双万计划,理,本科二批,11,438,420,465,160068,153083,129057
1616,广州应用科技学院,广东,广州,民办,综合,,理,本科二批,18,438,415,448,160698,157156,143602
1721,海南科技职业大学,海南,海口,民办,理工,,理,本科二批,26,438,415,441,159544,157156,149160
1955,湖北医药学院,湖北,十堰,公立,医药,"卓越医生,双万计划",理,本科二批,17,438,515,522,159919,66478,77016
2036,湖南应用技术学院,湖南,常德,民办,综合,,理,本科二批,6,438,418,459,160428,154739,134343
2111,吉林外国语大学,吉林,长春,民办,语言,"省重点,双万计划",理,本科二批,22,438,438,462,160238,137610,131713
2232,江西应用科技学院,江西,南昌,民办,综合,,理,本科二批,5,438,430,455,159758,144654,137766
2289,昆明文理学院,云南,昆明,民办,师范,,理,本科二批,6,438,420,448,159567,153083,143602
2366,辽宁师范大学海华学院,辽宁,沈阳,民办,综合,,理,本科二批,2,438,424,439,160514,149865,150674
2380,辽宁中医药大学杏林学院,辽宁,沈阳,民办,医药,,理,本科二批,24,438,446,467,159679,130067,127248
2617,齐鲁理工学院,山东,济南,民办,综合,双万计划,理,本科二批,35,438,423,451,160481,150648,141154
2633,青岛滨海学院,山东,青岛,民办,综合,,理,本科二批,24,438,431,453,160697,143752,139525
3108,天津财经大学珠江学院(中外合作),天津,天津,民办,综合,双万计划,理,本科二批,7,438,425,433,160402,148998,155184
3132,天津仁爱学院,天津,天津,民办,综合,,理,本科二批,73,438,413,460,160377,158711,133484
3269,西安财经大学行知学院,陕西,西安,民办,财经,双万计划,理,本科二批,8,438,435,450,160040,140288,141993
3275,西安翻译学院,陕西,西安,民办,语言,双万计划,理,本科二批,8,438,438,454,160533,137610,138646
3292,西安科技大学高新学院(中外合作),陕西,西安,民办,理工,双万计划,理,本科二批,4,438,,,160521,,
3519,云南大学滇池学院,云南,昆明,民办,综合,,理,本科二批,3,438,432,456,160161,142896,136918
1265,重庆机电职业技术大学,重庆,重庆,民办,理工,,理,本科二批,12,437,,,161736,,
1336,大连艺术学院,辽宁,大连,民办,艺术,双万计划,理,本科二批,9,437,396,434,161765,171010,154457
1655,贵州黔南科技学院,贵州,黔南布依族苗族自治州,民办,综合,,理,本科二批,2,437,418,455,161168,154739,137766
1781,河北科技学院,河北,保定,民办,理工,双万计划,理,本科二批,15,437,432,447,161626,142896,144391
1799,河北外国语学院,河北,石家庄,民办,语言,双万计划,理,本科二批,13,437,416,452,161669,156378,140338
2263,景德镇艺术职业大学,江西,景德镇,民办,理工,,理,本科二批,1,437,440,456,161291,135763,136918
2283,昆明城市学院,云南,昆明,民办,综合,双万计划,理,本科二批,3,437,,448,161478,,143602
2717,山东工程职业技术大学,山东,济南,民办,理工,,理,本科二批,3,437,423,435,161822,150648,153633
3089,泰山科技学院,山东,泰安,民办,综合,,理,本科二批,4,437,422,456,161336,151467,136918
3108,天津财经大学珠江学院,天津,天津,民办,综合,双万计划,理,本科二批,64,437,436,445,161960,139372,145902
3135,天津商业大学宝德学院,天津,天津,民办,财经,,理,本科二批,14,437,413,455,161719,158711,137766
3296,西安明德理工学院,陕西,西安,民办,综合,双万计划,理,本科二批,21,437,419,435,160862,153885,153706
3336,西南财经大学天府学院,四川,绵阳,民办,财经,,理,本科二批,12,437,465,465,161769,111764,129057
3358,厦门华厦学院,福建,厦门,民办,综合,双万计划,理,本科二批,23,437,435,463,161448,140288,130766
3377,湘潭理工学院,湖南,湘潭,民办,理工,,理,本科二批,4,437,431,437,161714,143752,152192
3460,延安大学西安创新学院,陕西,西安,民办,综合,双万计划,理,本科二批,3,437,425,442,161230,148998,148292
3478,阳光学院(中外合作),福建,福州,民办,综合,双万计划,理,本科二批,3,437,397,,161239,170337,
9210,安徽新华学院,安徽,合肥,民办,综合,双万计划,理,本科二批,1952,437,417,440,161674,155545,149906
1316,大连东软信息学院,辽宁,大连,民办,理工,双万计划,理,本科二批,29,436,421,454,162514,152257,138646
1472,广东东软学院,广东,佛山,民办,理工,,理,本科二批,37,436,421,442,162662,152257,148292
1503,广东培正学院,广东,广州,民办,财经,,理,本科二批,3,436,417,456,163095,155545,136918
1780,河北科技师范学院,河北,秦皇岛,公立,师范,卓越农林,理,本科二批,28,436,475,499,162857,102188,97524
1829,河南开封科技传媒学院,河南,开封,民办,综合,双万计划,理,本科二批,17,436,419,466,163006,153885,128115
1870,黑龙江东方学院,黑龙江,哈尔滨,民办,综合,双万计划,理,本科二批,15,436,405,441,162034,164770,149160
1920,湖北工程学院新技术学院,湖北,孝感,民办,综合,,理,本科二批,11,436,437,462,162499,138518,131713
2051,华北理工大学轻工学院,河北,唐山,民办,理工,双万计划,理,本科二批,19,436,430,458,162086,144654,135194
2185,江西服装学院,江西,南昌,民办,艺术,双万计划,理,本科二批,8,436,408,437,162861,162534,152192
2447,闽南科技学院,福建,泉州,民办,综合,双万计划,理,本科二批,27,436,425,443,162093,148998,147479
2462,南昌航空大学科技学院,江西,南昌,民办,理工,,理,本科二批,22,436,445,469,162372,130997,125449
2525,南宁师范大学师园学院,广西,南宁,民办,综合,,理,本科二批,20,436,437,452,162772,138518,140338
2683,泉州信息工程学院(中外合作),福建,泉州,民办,理工,双万计划,理,本科二批,8,436,410,438,162353,161014,151415
2835,陕西科技大学镐京学院,陕西,咸阳,民办,理工,双万计划,理,本科二批,10,436,417,441,162234,155545,149160
2891,上海立达学院,上海,上海,民办,财经,,理,本科二批,7,436,416,460,162726,156378,133484
2908,上海外国语大学贤达经济人文学院,上海,上海,民办,财经,,理,本科二批,20,436,415,441,163093,157156,149160
2946,沈阳科技学院,辽宁,沈阳,民办,理工,,理,本科二批,6,436,419,443,162393,153885,147479
3409,新疆天山职业技术大学,新疆,乌鲁木齐,民办,综合,,理,本科二批,22,436,422,435,162220,151467,153706
3478,阳光学院,福建,福州,民办,综合,双万计划,理,本科二批,29,436,415,442,162637,157156,148292
3640,浙江越秀外国语学院(中外合作),浙江,绍兴,民办,语言,双万计划,理,本科二批,6,436,403,442,162882,166148,148292
1145,长春财经学院,吉林,长春,民办,财经,双万计划,理,本科二批,24,435,415,461,164369,157156,132588
1152,长春工业大学人文信息学院,吉林,长春,民办,理工,双万计划,理,本科二批,4,435,416,451,163208,156378,141154
1154,长春建筑学院,吉林,长春,民办,理工,双万计划,理,本科二批,21,435,413,450,164239,158711,141993
1157,长春科技学院,吉林,长春,民办,综合,双万计划,理,本科二批,42,435,416,453,164275,156378,139525
1160,长春人文学院,吉林,长春,民办,综合,双万计划,理,本科二批,1,435,416,438,164255,156378,151415
1328,大连理工大学城市学院,辽宁,大连,民办,理工,,理,本科二批,58,435,422,436,163968,151467,152939
1400,福建农林大学金山学院,福建,福州,民办,综合,双万计划,理,本科二批,25,435,432,452,164032,142896,140338
1405,福建师范大学协和学院,福建,福州,民办,综合,双万计划,理,本科二批,15,435,435,458,164105,140288,135194
1416,福州工商学院,福建,福州,民办,理工,双万计划,理,本科二批,13,435,419,436,163507,153885,152939
1419,福州理工学院,福建,福州,民办,理工,双万计划,理,本科二批,21,435,430,447,164352,144654,144391
1422,福州外语外贸学院,福建,福州,民办,财经,双万计划,理,本科二批,19,435,419,437,164404,153885,152192
1465,广东白云学院,广东,广州,民办,综合,双万计划,理,本科二批,15,435,434,447,164058,141172,144391
1583,广州城市理工学院,广东,广州,民办,综合,,理,本科二批,61,435,420,470,164099,153083,124524
1589,广州工商学院,广东,广州,民办,财经,,理,本科二批,13,435,415,438,164119,157156,151415
1594,广州华商学院,广东,广州,民办,财经,双万计划,理,本科二批,4,435,428,449,164388,146423,142813
1606,广州商学院,广东,广州,民办,财经,双万计划,理,本科二批,20,435,425,477,163754,148998,118108
1678,桂林信息科技学院,广西,桂林,民办,综合,,理,本科二批,17,435,420,460,163370,153083,133484
1692,哈尔滨华德学院,黑龙江,哈尔滨,民办,理工,双万计划,理,本科二批,30,435,408,435,164355,162534,153706
1693,哈尔滨剑桥学院,黑龙江,哈尔滨,民办,综合,双万计划,理,本科二批,3,435,410,439,163275,161014,150674
1716,海口经济学院,海南,海口,民办,综合,双万计划,理,本科二批,6,435,415,443,163202,157156,147479
1805,河北中医学院,河北,石家庄,公立,医药,"保研资格,卓越医生(中医),双万计划",理,本科二批,15,435,476,500,164408,101236,96638
2013,湖南涉外经济学院,湖南,长沙,民办,综合,双万计划,理,本科二批,20,435,415,444,164383,157156,146699
2089,吉林动画学院,吉林,长春,民办,艺术,双万计划,理,本科二批,17,435,412,449,164371,159459,142813
2096,吉林建筑科技学院,吉林,长春,民办,理工,双万计划,理,本科二批,12,435,413,447,164210,158711,144391
2301,兰州博文科技学院,甘肃,兰州,民办,综合,,理,本科二批,13,435,417,463,164057,155545,130766
2317,兰州信息科技学院,甘肃,兰州,民办,理工,,理,本科二批,9,435,428,457,163333,146423,136063
2321,廊坊师范学院,河北,廊坊,公立,师范,,理,本科二批,9,435,464,489,164250,112780,106833
2329,丽江文化旅游学院,云南,丽江,民办,综合,,理,本科二批,9,435,415,436,164098,157156,152267
2336,辽宁财贸学院,辽宁,葫芦岛,民办,财经,,理,本科二批,18,435,415,435,163995,157156,153706
2338,辽宁传媒学院,辽宁,沈阳,民办,艺术,,理,本科二批,3,435,415,436,164087,157156,152939
2341,辽宁对外经贸学院,辽宁,大连,民办,财经,双万计划,理,本科二批,18,435,402,436,164370,166870,152939
2358,辽宁理工职业大学,辽宁,锦州,民办,财经,,理,本科二批,3,435,,,163462,,
2396,柳州工学院,广西,柳州,民办,理工,双万计划,理,本科二批,46,435,422,440,163722,151467,149906
2448,闽南理工学院,福建,泉州,民办,理工,双万计划,理,本科二批,39,435,419,443,163802,153885,147479
2460,南昌工学院,江西,南昌,民办,理工,双万计划,理,本科二批,37,435,433,454,164351,142085,138646
2471,南昌职业大学,江西,南昌,民办,综合,,理,本科二批,5,435,419,,163921,153885,
2590,宁夏理工学院,宁夏,石嘴山,民办,综合,双万计划,理,本科二批,44,435,422,447,164363,151467,144391
2642,青岛恒星科技学院,山东,青岛,民办,综合,,理,本科二批,14,435,416,435,164090,156378,153706
2683,泉州信息工程学院,福建,泉州,民办,理工,双万计划,理,本科二批,44,435,420,443,163517,153083,147479
2723,山东华宇工学院,山东,德州,民办,理工,,理,本科二批,2,435,417,447,164346,155545,144391
2753,山东外国语职业技术大学,山东,日照,民办,语言,,理,本科二批,8,435,417,436,164407,155545,152939
2758,山东协和学院,山东,济南,民办,医药,双万计划,理,本科二批,35,435,435,458,164054,140288,135194
2765,山东英才学院,山东,济南,民办,综合,,理,本科二批,3,435,416,435,163889,156378,153706
2780,山西工商学院,山西,太原,民办,财经,,理,本科二批,14,435,433,450,164005,142085,141993
2827,陕西国际商贸学院,陕西,咸阳,民办,财经,双万计划,理,本科二批,13,435,418,435,163605,154739,153706
2883,上海建桥学院,上海,上海,民办,财经,,理,本科二批,149,435,431,464,163731,143752,129896
2900,上海杉达学院,上海,上海,民办,财经,双万计划,理,本科二批,129,435,419,473,164179,153885,121802
2903,上海师范大学天华学院,上海,上海,民办,综合,,理,本科二批,57,435,417,449,164308,155545,142813
2910,上海兴伟学院,上海,上海,民办,综合,,理,本科二批,4,435,415,435,163710,157156,153706
2916,上海中侨职业技术大学,上海,上海,民办,财经,,理,本科二批,9,435,417,,163235,155545,
2925,绍兴文理学院元培学院,浙江,绍兴,民办,师范,,理,本科二批,37,435,435,453,163870,140288,139525
2934,沈阳城市建设学院,辽宁,沈阳,民办,理工,,理,本科二批,11,435,415,439,163539,157156,150674
2935,沈阳城市学院,辽宁,沈阳,民办,综合,双万计划,理,本科二批,16,435,416,439,164077,156378,150674
2938,沈阳工学院,辽宁,抚顺,民办,理工,"卓越农林,双万计划",理,本科二批,33,435,419,439,164130,153885,150674
3032,四川文化艺术学院,四川,绵阳,民办,艺术,双万计划,理,本科二批,10,435,430,446,163482,144654,145159
3144,天津天狮学院,天津,天津,民办,综合,,理,本科二批,16,435,428,454,163601,146423,138646
3181,潍坊科技学院,山东,潍坊,民办,理工,卓越农林,理,本科二批,25,435,436,453,164251,139372,139525
3248,武汉设计工程学院,湖北,武汉,民办,艺术,双万计划,理,本科二批,2,435,,461,163504,,132588
3297,西安欧亚学院,陕西,西安,民办,综合,,理,本科二批,31,435,418,446,163513,154739,145159
3299,西安汽车职业大学,陕西,西安,民办,理工,,理,本科二批,6,435,421,435,163846,152257,153706
3454,烟台南山学院,山东,烟台,民办,综合,,理,本科二批,51,435,428,456,163356,146423,136918
3602,浙江广厦建设职业技术大学,浙江,金华,民办,理工,,理,本科二批,10,435,,,163721,,
3640,浙江越秀外国语学院,浙江,绍兴,民办,语言,双万计划,理,本科二批,45,435,400,440,164333,168249,149906
9204,合肥城市学院,安徽,合肥,民办,理工,双万计划,理,本科二批,1710,435,420,451,164412,153083,141154
9206,安徽三联学院,安徽,合肥,民办,理工,双万计划,理,本科二批,1770,435,415,435,163424,157156,153706
9208,安徽外国语学院,安徽,合肥,民办,语言,双万计划,理,本科二批,395,435,415,435,164413,157156,153706
9209,安徽文达信息工程学院,安徽,合肥,民办,理工,,理,本科二批,1211,435,420,444,164405,153083,146699
9211,安徽信息工程学院,安徽,芜湖,民办,理工,双万计划,理,本科二批,2500,435,420,444,164410,153083,146699
9214,皖江工学院,安徽,马鞍山,民办,理工,双万计划,理,本科二批,1626,435,415,435,164406,157156,153706
2308,兰州交通大学,甘肃,兰州,公立,综合,"省重点,保研资格,双万计划",文,高职专科批,2,491,519,503,44500,51799,48741
2049,华北理工大学,河北,唐山,公立,综合,"省重点,保研资格,卓越工程师",文,高职专科批,3,484,514,498,49629,55547,53051
2931,深圳职业技术学院,广东,深圳,公立,综合,"国家重点,双高院校A档,优质专科高职",文,高职专科批,20,483,517,497,50422,53346,53855
1736,汉江师范学院,湖北,十堰,公立,师范,,文,高职专科批,19,479,516,499,53050,54058,52163
2242,金华职业技术学院,浙江,金华,公立,综合,"卓越医生,双高院校A档,优质专科高职",文,高职专科批,29,479,514,496,52755,55547,54771
2262,景德镇学院,江西,景德镇,公立,综合,,文,高职专科批,8,479,514,497,53299,55547,53648
2510,南京铁道职业技术学院,江苏,南京,公立,理工,"高水平专业群建设C档,优质专科高职",文,高职专科批,85,479,501,502,53223,65060,49620
2513,南京信息职业技术学院,江苏,南京,公立,理工,"双高院校B档,优质专科高职,国家骨干高职",文,高职专科批,4,479,512,497,53200,57118,53855
3064,苏州卫生职业技术学院,江苏,苏州,公立,医药,,文,高职专科批,4,479,507,491,53382,60798,59099
3067,苏州职业大学,江苏,苏州,公立,理工,,文,高职专科批,30,479,516,499,52690,54058,52163
3209,无锡职业技术学院,江苏,无锡,公立,理工,"双高院校A档,优质专科高职,国家示范高职",文,高职专科批,47,479,513,498,53100,56344,53051
3513,豫章师范学院,江西,南昌,公立,师范,,文,高职专科批,6,479,515,498,53421,54807,53051
1048,北华大学,吉林,吉林,公立,综合,"省重点,卓越医生,卓越农林",文,高职专科批,1,478,344,,53699,154954,
2332,连云港师范高等专科学校,江苏,连云港,公立,师范,,文,高职专科批,9,478,507,487,53807,60798,62431
2538,南阳医学高等专科学校,河南,南阳,公立,医药,,文,高职专科批,5,478,512,495,53837,57118,55624
2884,上海健康医学院(中外合作),上海,上海,公立,医药,卓越医生,文,高职专科批,4,478,510,,53527,58595,
3571,张家口学院,河北,张家口,公立,综合,双万计划,文,高职专科批,3,478,510,482,53567,58595,66216
3610,浙江金融职业学院,浙江,杭州,公立,财经,"双高院校B档,优质专科高职,国家示范高职",文,高职专科批,17,478,513,498,53600,56344,53051
1019,白城师范学院,吉林,白城,公立,师范,双万计划,文,高职专科批,3,477,511,495,54427,57857,55624
1295,重庆医药高等专科学校,重庆,重庆,公立,医药,"卓越医生,高水平专业群建设C档",文,高职专科批,9,477,510,493,54591,58595,57361
1369,东北石油大学,黑龙江,大庆,公立,理工,"国家重点,保研资格,卓越工程师",文,高职专科批,6,477,507,495,54204,60798,55624
1746,杭州职业技术学院,浙江,杭州,公立,综合,"省重点,双高院校B档,优质专科高职",文,高职专科批,24,477,506,494,54743,61543,56476
2161,江苏经贸职业技术学院,江苏,南京,公立,财经,"省重点,双高院校C档,优质专科高职",文,高职专科批,40,477,511,497,54543,57857,53855
2216,江西师范高等专科学校,江西,鹰潭,公立,师范,,文,高职专科批,26,476,513,498,55091,56344,53051
1118,北京政法职业学院,北京,北京,公立,政法,,文,高职专科批,27,475,507,497,56194,60798,53855
1505,广东轻工职业技术学院,广东,广州,公立,理工,"省重点,双高院校B档,优质专科高职",文,高职专科批,10,475,496,466,55521,68802,79066
2532,南通师范高等专科学校,江苏,南通,公立,师范,,文,高职专科批,73,475,511,494,55628,57857,56476
3614,浙江警官职业学院,浙江,杭州,公立,政法,"高水平专业群建设C档,国家示范高职",文,高职专科批,25,475,508,493,56082,60083,57361
1175,长沙航空职业技术学院,湖南,长沙,公立,理工,"省重点,高水平专业群建设B档,优质专科高职",文,高职专科批,4,474,505,450,56537,62298,90361
9334,安徽医学高等专科学校,安徽,合肥,公立,医药,"卓越医生,高水平专业群建设C档,优质专科高职",文,高职专科批,396,474,500,484,56357,65792,64924
2492,南京交通职业技术学院,江苏,南京,公立,理工,,文,高职专科批,40,473,505,496,56998,62298,54771
3056,苏州工业职业技术学院,江苏,苏州,公立,理工,高水平专业群建设C档,文,高职专科批,19,473,506,492,57342,61543,58247
3219,武汉城市职业学院,湖北,武汉,公立,综合,优质专科高职,文,高职专科批,59,473,506,486,57381,61543,63276
3253,武汉铁路职业技术学院,湖北,武汉,公立,理工,"高水平专业群建设B档,优质专科高职,国家示范高职",文,高职专科批,58,473,502,493,57068,64368,57361
3598,浙江工商职业技术学院,浙江,宁波,公立,财经,省重点,文,高职专科批,24,473,509,492,57003,59353,58247
9357,合肥幼儿师范高等专科学校,安徽,合肥,公立,师范,,文,高职专科批,502,473,504,486,57238,62965,63276
1300,重庆幼儿师范高等专科学校,重庆,重庆,公立,师范,,文,高职专科批,3,472,498,,57726,67320,
2272,开封大学,河南,开封,公立,综合,省重点,文,高职专科批,16,472,507,489,57995,60798,60788
2875,上海工艺美术职业学院,上海,上海,公立,艺术,"双高院校C档,优质专科高职,国家示范高职",文,高职专科批,19,472,508,487,57785,60083,62431
3595,浙江工贸职业技术学院,浙江,温州,公立,综合,高水平专业群建设C档,文,高职专科批,3,472,508,494,57951,60083,56476
3673,郑州铁路职业技术学院,河南,郑州,公立,综合,"高水平专业群建设B档,优质专科高职,国家骨干高职",文,高职专科批,15,472,501,488,57687,65060,61619
3695,中国劳动关系学院,北京,北京,公立,政法,"国家重点,中央部属,双万计划",文,高职专科批,8,472,497,483,57920,68057,65420
1968,湖南大众传媒职业技术学院,湖南,长沙,公立,综合,国家骨干高职,文,高职专科批,16,471,501,475,58493,65060,72271
2039,湖南幼儿师范高等专科学校,湖南,常德,公立,师范,,文,高职专科批,15,471,509,494,58667,59353,56364
3260,武汉职业技术学院,湖北,武汉,公立,理工,"省重点,高水平专业群建设A档,优质专科高职",文,高职专科批,134,471,505,488,58553,62298,61044
3612,浙江经贸职业技术学院,浙江,杭州,公立,财经,"高水平专业群建设B档,优质专科高职",文,高职专科批,31,471,501,497,58502,65060,53855
1185,长沙卫生职业学院,湖南,长沙,公立,医药,,文,高职专科批,8,470,502,469,59388,64368,76779
3059,苏州经贸职业技术学院,江苏,苏州,公立,财经,,文,高职专科批,51,470,484,495,58950,76866,55624
1459,赣州师范高等专科学校,江西,赣州,公立,师范,,文,高职专科批,19,469,503,483,59615,63657,65772
1741,杭州科技职业技术学院,浙江,杭州,公立,综合,,文,高职专科批,29,469,488,491,60091,74229,59099
2148,江苏城市职业学院,江苏,南京,公立,综合,,文,高职专科批,18,469,506,495,59531,61543,55624
3754,北京电子科技职业学院,北京,北京,公立,理工,"双高院校A档,优质专科高职,国家示范高职",文,高职专科批,2,469,,,59682,,
3141,天津市职业大学,天津,天津,公立,综合,"双高院校A档,优质专科高职,国家示范高职",文,高职专科批,107,468,503,488,60226,63657,61619
3209,无锡职业技术学院(中外合作),江苏,无锡,公立,理工,"双高院校A档,优质专科高职,国家示范高职",文,高职专科批,2,468,472,,60321,84438,
1180,长沙民政职业技术学院,湖南,长沙,公立,理工,"双高院校B档,优质专科高职,国家示范高职",文,高职专科批,36,467,498,470,61421,67320,76011
3442,徐州幼儿师范高等专科学校,江苏,徐州,公立,师范,,文,高职专科批,42,466,501,486,61844,65060,63276
